Title,listing_url,service_level,accom_type,max_guest,no_bedroom,no_bed,no_bathroom,_3c0zz14,_3c0zz15,_3c0zz16,_3c0zz17,rating,no_review,price,_tt122m
Paon Ubud #104 on Rice Field with Mountain View,https://www.airbnb.com/rooms/37692789?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,,Room in boutique hotel in Gianyar,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,,,$17,$83 total
Terrace Villa with Private pool  @Amora Ubud2,https://www.airbnb.com/rooms/46479215?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,SUPERHOST,Room in boutique hotel in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1.5 baths,Pool,Wifi,Air conditioning,,4.89,(9 reviews),$128,$640 total
Villa W/JACUZZI - 1BR W/PVT Pool in UBUD,https://www.airbnb.com/rooms/49675054?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,5.0,(4 reviews),$154,$770 total
Couples Heaven Villa Jiwa Million$Views on SALE!,https://www.airbnb.com/rooms/810614?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,,Entire villa in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Kitchen,,4.70,(182 reviews),$41,$205 total
Candy Villa / Orange Villa,https://www.airbnb.com/rooms/22456710?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=caede736-3c21-40c9-a9ae-1bd6b49938da,SUPERHOST,Entire villa in Ubud,2 guests,1 bedroom,0 beds,1 bath,Pool,Wifi,Air conditioning,Kitchen,4.75,(42 reviews),$86,$430 total
Adiwana Bisma,https://www.airbnb.com/rooms/51990429?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,,Hotel room in Kecamatan Ubud,2 guests,28 bedrooms,1 bed,1 private bath,Pool,Wifi,Air conditioning,,,,$52,$260 total
2 ROMANTIC BUBBLES  for 2 couple/ family,https://www.airbnb.com/rooms/28886117?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,,Dome house in Ubud,4 guests,2 bedrooms,2 beds,2 baths,Wifi,Air conditioning,,,4.93,(14 reviews),$295,"$1,476 total"
Nila Bungalow - Suite with Private pool,https://www.airbnb.com/rooms/32748415?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,SUPERHOST,Entire bungalow in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,4.80,(10 reviews),$173,$748 total
Farmer's Hidden Wooden Cabin on the Rice Paddy,https://www.airbnb.com/rooms/17306396?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,,Private room in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,4.75,(56 reviews),$60,$302 total
Deluxe room w/ Balcony - Shakara Guest House Ubud,https://www.airbnb.com/rooms/32317649?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,SUPERHOST,Private room in Ubud,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,,4.90,(122 reviews),$34,$170 total
Romantic one bedroom private pool villa Ubud ❤️❤️,https://www.airbnb.com/rooms/51952346?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,,Room in boutique hotel in Kecamatan Gianyar,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,,,$32,$158 total
Nature Private Pool Villa,https://www.airbnb.com/rooms/45069966?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,SUPERHOST,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1.5 baths,Pool,Wifi,Air conditioning,Kitchen,4.50,(4 reviews),$53,$264 total
Umah San Villas Deluxe Queen #A,https://www.airbnb.com/rooms/31032667?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,SUPERHOST,Private room in Ubud,2 guests,1 bedroom,1 bed,1 shared bath,Pool,Wifi,Air conditioning,,4.80,(40 reviews),$34,$172 total
NEW Exceptional 2 Br suites in Ubud Hidden Gem,https://www.airbnb.com/rooms/47041567?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,SUPERHOST,Entire rental unit in Tampaksiring,4 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,,,$307,"$1,597 total"
Premier Room with Rice Field View in Ubud,https://www.airbnb.com/rooms/51411749?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,,Private room in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,Kitchen,,,$25,$115 total
Stylish Hideaway Villa with Private Pool in Ubud,https://www.airbnb.com/rooms/48172142?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,SUPERHOST,Entire villa in Ubud,2 guests,2 bedrooms,2 beds,2.5 baths,Pool,Wifi,Air conditioning,Kitchen,,,$302,"$1,512 total"
( 1BR ) Gorgeous Stay Mins Away from Ubud Market!,https://www.airbnb.com/rooms/43569478?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,,Private room in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 private bath,Wifi,Air conditioning,Kitchen,,4.70,(10 reviews),$18,$92 total
A Hidden Oasis With Stunning Views on Ubud's Doorstep,https://www.airbnb.com/rooms/plus/785976?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,PLUS,Entire villa in Ubud,8 guests,3 bedrooms,5 beds,3 baths,Pool,Wifi,Air conditioning,Kitchen,4.88,(378 reviews),$280,"$1,399 total"
Brand New! Stylish 4 Bdr Villa w/ Jungle View Ubud,https://www.airbnb.com/rooms/52044281?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,,Entire villa in Kecamatan Ubud,10 guests,4 bedrooms,6 beds,4 baths,Pool,Wifi,Air conditioning,Kitchen,,,$359,"$1,793 total"
The Cozy Place To Stay In Ubud Bali,https://www.airbnb.com/rooms/11541844?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,SUPERHOST,Private room in Ubud,2 guests,1 bedroom,1 bed,1 private bath,Wifi,,,,4.86,(97 reviews),$16,$81 total
Ubud Luxury Boutique Villa by Mason Adventures,https://www.airbnb.com/rooms/31280729?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,,Entire villa in Ubud,5 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,,4.57,(7 reviews),$171,$856 total
"The Suris Ubud ,serenity and nature",https://www.airbnb.com/rooms/17295043?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,,Entire villa in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,4.84,(133 reviews),$50,$248 total
Private room close to nature,https://www.airbnb.com/rooms/37726385?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,,Entire rental unit in Ubud,2 guests,1 bedroom,1 bed,1 bath,Wifi,Kitchen,,,4.86,(7 reviews),$19,$104 total
Wooden villa with private pool in Ubud center,https://www.airbnb.com/rooms/41213343?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,4.77,(13 reviews),$100,$500 total
"2 Private Rooms, Shared Pool, Bali Ubud Harmony",https://www.airbnb.com/rooms/23161536?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=2db85e69-a530-4460-bbc6-d4a161d8b67e,SUPERHOST,Entire residential home in Ubud,4 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,4.68,(53 reviews),$59,$297 total
